graph,temporal_edges,batch_size,order,size,time,iterations,error,technique
"email-Eu-core-temporal","332335","10","840","13876","0.232","12","0.0000018545","pagerankIncremental (1/N-fill)"
"email-Eu-core-temporal","332335","10","840","13876","0.233","12","0.0000018545","pagerankIncremental (scaled zero-fill)"
"email-Eu-core-temporal","332335","10","840","13876","0.232","12","0.0000018545","pagerankIncremental (scaled 1/N-fill)"
"email-Eu-core-temporal","332335","10","844","14104","0.506","26","0","pagerankStatic"
"email-Eu-core-temporal","332335","10","844","14104","0.026","1","6.2457e-7","pagerankIncremental (zero-fill)"
"email-Eu-core-temporal","332335","10","844","14104","0.023","1","6.2457e-7","pagerankIncremental (1/N-fill)"
"email-Eu-core-temporal","332335","10","844","14104","0.023","1","6.2457e-7","pagerankIncremental (scaled zero-fill)"
"email-Eu-core-temporal","332335","10","844","14104","0.023","1","6.2457e-7","pagerankIncremental (scaled 1/N-fill)"
"email-Eu-core-temporal","332335","10","845","14307","0.509","26","0","pagerankStatic"
"email-Eu-core-temporal","332335","10","845","14307","0.198","10","6.2227e-7","pagerankIncremental (zero-fill)"
"email-Eu-core-temporal","332335","10","845","14307","0.197","10","6.2227e-7","pagerankIncremental (1/N-fill)"
"email-Eu-core-temporal","332335","10","845","14307","0.197","10","6.2227e-7","pagerankIncremental (scaled zero-fill)"
"email-Eu-core-temporal","332335","10","845","14307","0.199","10","6.2227e-7","pagerankIncremental (scaled 1/N-fill)"
"email-Eu-core-temporal","332335","10","845","14465","0.519","26","0","pagerankStatic"
"email-Eu-core-temporal","332335","10","845","14465","0.023","1","0.0000012018","pagerankIncremental (zero-fill)"
"email-Eu-core-temporal","332335","10","845","14465","0.023","1","0.0000012018","pagerankIncremental (1/N-fill)"
"email-Eu-core-temporal","332335","10","845","14465","0.024","1","0.0000012018","pagerankIncremental (scaled zero-fill)"
"email-Eu-core-temporal","332335","10","845","14465","0.023","1","0.0000012018","pagerankIncremental (scaled 1/N-fill)"
"email-Eu-core-temporal","332335","10","847","14693","0.504","25","0","pagerankStatic"
"email-Eu-core-temporal","332335","10","847","14693","0.023","1","5.8272e-7","pagerankIncremental (zero-fill)"
"email-Eu-core-temporal","332335","10","847","14693","0.023","1","5.8272e-7","pagerankIncremental (1/N-fill)"
"email-Eu-core-temporal","332335","10","847","14693","0.023","1","5.8272e-7","pagerankIncremental (scaled zero-fill)"
"email-Eu-core-temporal","332335","10","847","14693","0.023","1","5.8272e-7","pagerankIncremental (scaled 1/N-fill)"
"email-Eu-core-temporal","332335","10","850","14927","0.511","25","0","pagerankStatic"
"email-Eu-core-temporal","332335","10","850","14927","0.229","11","0.0000017536","pagerankIncremental (zero-fill)"
"email-Eu-core-temporal","332335","10","850","14927","0.227","11","0.0000017536","pagerankIncremental (1/N-fill)"
"email-Eu-core-temporal","332335","10","850","14927","0.227","11","0.0000017536","pagerankIncremental (scaled zero-fill)"
"email-Eu-core-temporal","332335","10","850","14927","0.229","11","0.0000017536","pagerankIncremental (scaled 1/N-fill)"
"email-Eu-core-temporal","332335","10","850","15132","0.516","25","0","pagerankStatic"
"email-Eu-core-temporal","332335","10","850","15132","0.189","9","0.0000022273","pagerankIncremental (zero-fill)"
"email-Eu-core-temporal","332335","10","850","15132","0.189","9","0.0000022273","pagerankIncremental (1/N-fill)"
"email-Eu-core-temporal","332335","10","850","15132","0.189","9","0.0000022273","pagerankIncremental (scaled zero-fill)"
"email-Eu-core-temporal","332335","10","850","15132","0.189","9","0.0000022273","pagerankIncremental (scaled 1/N-fill)"
"email-Eu-core-temporal","332335","10","851","15329","0.501","24","0","pagerankStatic"
"email-Eu-core-temporal","332335","10","851","15329","0.024","1","6.7806e-7","pagerankIncremental (zero-fill)"
"email-Eu-core-temporal","332335","10","851","15329","0.024","1","6.7806e-7","pagerankIncremental (1/N-fill)"
"email-Eu-core-temporal","332335","10","851","15329","0.024","1","6.7806e-7","pagerankIncremental (scaled zero-fill)"
"email-Eu-core-temporal","332335","10","851","15329","0.024","1","6.7806e-7","pagerankIncremental (scaled 1/N-fill)"
"email-Eu-core-temporal","332335","10","852","15455","0.508","24","0","pagerankStatic"
"email-Eu-core-temporal","332335","10","852","15455","0.024","1","7.7947e-7","pagerankIncremental (zero-fill)"
"email-Eu-core-temporal","332335","10","852","15455","0.03","1","7.7947e-7","pagerankIncremental (1/N-fill)"
"email-Eu-core-temporal","332335","10","852","15455","0.024","1","7.7947e-7","pagerankIncremental (scaled zero-fill)"
"email-Eu-core-temporal","332335","10","852","15455","0.024","1","7.7947e-7","pagerankIncremental (scaled 1/N-fill)"
"email-Eu-core-temporal","332335","10","855","15570","0.51","24","0","pagerankStatic"
"email-Eu-core-temporal","332335","10","855","15570","0.15","7","0.0000024122","pagerankIncremental (zero-fill)"
"email-Eu-core-temporal","332335","10","855","15570","0.155","7","0.0000024122","pagerankIncremental (1/N-fill)"
"email-Eu-core-temporal","332335","10","855","15570","0.153","7","0.0000024122","pagerankIncremental (scaled zero-fill)"
"email-Eu-core-temporal","332335","10","855","15570","0.156","7","0.0000024122","pagerankIncremental (scaled 1/N-fill)"
"email-Eu-core-temporal","332335","10","857","15704","0.514","24","0","pagerankStatic"
"email-Eu-core-temporal","332335","10","857","15704","0.025","1","5.8459e-7","pagerankIncremental (zero-fill)"
"email-Eu-core-temporal","332335","10","857","15704","0.024","1","5.8459e-7","pagerankIncremental (1/N-fill)"
"email-Eu-core-temporal","332335","10","857","15704","0.024","1","5.8459e-7","pagerankIncremental (scaled zero-fill)"
"email-Eu-core-temporal","332335","10","857","15704","0.025","1","5.8459e-7","pagerankIncremental (scaled 1/N-fill)"
"email-Eu-core-temporal","332335","10","857","15868","0.511","24","0","pagerankStatic"
"email-Eu-core-temporal","332335","10","857","15868","0.024","1","5.3289e-7","pagerankIncremental (zero-fill)"
"email-Eu-core-temporal","332335","10","857","15868","0.024","1","5.3289e-7","pagerankIncremental (1/N-fill)"
"email-Eu-core-temporal","332335","10","857","15868","0.024","1","5.3289e-7","pagerankIncremental (scaled zero-fill)"
