graph,order,size,batch_size,technique,time,iterations,error
"email-Eu-core-temporal","986","24929","100000","pagerankRemove (dynamic-full)","0.554","26.25","0.0001373902705"
"email-Eu-core-temporal","986","24929","100000","pagerankRemove (dynamic-partial)","0.55325","26.25","0.0001373902705"
"CollegeMsg","1898","20269","10","pagerankTeleport (static)","0.7850800000000002","41.57","0"
"CollegeMsg","1898","20269","10","pagerankTeleport (dynamic-full)","0.18926000000000007","11.72","0.070004109047"
"CollegeMsg","1898","20269","10","pagerankTeleport (dynamic-partial)","0.18925","11.72","0.070004109047"
"CollegeMsg","1898","20269","10","pagerankLoop (static)","0.8797799999999998","51.91","0"
"CollegeMsg","1898","20269","10","pagerankLoop (dynamic-full)","0.3202799999999999","23.03","0.07000651046820004"
"CollegeMsg","1898","20269","10","pagerankLoop (dynamic-partial)","0.32023","23.63","0.07000612117920005"
"CollegeMsg","1898","20269","10","pagerankLoopAll (static)","0.9629299999999997","52.65","0"
"CollegeMsg","1898","20269","10","pagerankLoopAll (dynamic-full)","0.3408899999999999","22.57","0.07000667393571003"
"CollegeMsg","1898","20269","10","pagerankLoopAll (dynamic-partial)","0.3353","23.21","0.07000628735971001"
"CollegeMsg","1898","20269","10","pagerankRemove (static)","0.5428900000000001","45.35","0"
"CollegeMsg","1898","20269","10","pagerankRemove (dynamic-full)","0.14299","13.1","0.141978636188"
"CollegeMsg","1898","20269","10","pagerankRemove (dynamic-partial)","0.14301999999999995","13.46","0.14197858297500002"
"CollegeMsg","1898","20269","50","pagerankTeleport (static)","0.7675700000000002","41.57","0"
"CollegeMsg","1898","20269","50","pagerankTeleport (dynamic-full)","0.25877999999999995","16.52","0.000005375830999999999"
"CollegeMsg","1898","20269","50","pagerankTeleport (dynamic-partial)","0.25751000000000007","16.52","0.000005375830999999999"
"CollegeMsg","1898","20269","50","pagerankLoop (static)","0.8629100000000001","51.91","0"
"CollegeMsg","1898","20269","50","pagerankLoop (dynamic-full)","0.46194999999999986","33.2","0.000007131173999999996"
"CollegeMsg","1898","20269","50","pagerankLoop (dynamic-partial)","0.46256","33.8","0.000006738391999999998"
"CollegeMsg","1898","20269","50","pagerankLoopAll (static)","0.9443600000000001","52.65","0"
"CollegeMsg","1898","20269","50","pagerankLoopAll (dynamic-full)","0.4796300000000003","32.4","0.000007334134999999999"
"CollegeMsg","1898","20269","50","pagerankLoopAll (dynamic-partial)","0.48118999999999984","33.02","0.000006950100000000001"
"CollegeMsg","1898","20269","50","pagerankRemove (static)","0.5317500000000001","45.35","0"
"CollegeMsg","1898","20269","50","pagerankRemove (dynamic-full)","0.20346000000000009","19.97","0.000130660652"
"CollegeMsg","1898","20269","50","pagerankRemove (dynamic-partial)","0.20423000000000002","20.38","0.00013062986500000004"
"CollegeMsg","1898","20269","100","pagerankTeleport (static)","0.7691099999999997","41.57","0"
"CollegeMsg","1898","20269","100","pagerankTeleport (dynamic-full)","0.28675","19.02","0.0000056614313999999976"
"CollegeMsg","1898","20269","100","pagerankTeleport (dynamic-partial)","0.28537","19.02","0.0000056614313999999976"
"CollegeMsg","1898","20269","100","pagerankLoop (static)","0.8651200000000001","51.91","0"
"CollegeMsg","1898","20269","100","pagerankLoop (dynamic-full)","0.5217299999999999","37.19","0.000007191010999999997"
"CollegeMsg","1898","20269","100","pagerankLoop (dynamic-partial)","0.5192100000000001","37.67","0.000006885380999999997"
"CollegeMsg","1898","20269","100","pagerankLoopAll (static)","0.9438799999999997","52.65","0"
"CollegeMsg","1898","20269","100","pagerankLoopAll (dynamic-full)","0.5372299999999999","35.94","0.000007579433999999998"
"CollegeMsg","1898","20269","100","pagerankLoopAll (dynamic-partial)","0.5382500000000001","36.47","0.000007227628999999999"
"CollegeMsg","1898","20269","100","pagerankRemove (static)","0.5331899999999999","45.35","0"
"CollegeMsg","1898","20269","100","pagerankRemove (dynamic-full)","0.23130000000000006","23.06","0.00021176433400000008"
"CollegeMsg","1898","20269","100","pagerankRemove (dynamic-partial)","0.23249000000000003","23.55","0.0002117398190000001"
"CollegeMsg","1898","20269","500","pagerankTeleport (static)","0.7885899999999999","41.57","0"
"CollegeMsg","1898","20269","500","pagerankTeleport (dynamic-full)","0.37589999999999996","24.16","0.0000063636227"
"CollegeMsg","1898","20269","500","pagerankTeleport (dynamic-partial)","0.37483999999999995","24.16","0.0000063636227"
"CollegeMsg","1898","20269","500","pagerankLoop (static)","0.8849799999999999","51.91","0"
"CollegeMsg","1898","20269","500","pagerankLoop (dynamic-full)","0.6655999999999997","45.05","0.000007469069"
"CollegeMsg","1898","20269","500","pagerankLoop (dynamic-partial)","0.66617","45.4","0.000007234708000000001"
"CollegeMsg","1898","20269","500","pagerankLoopAll (static)","0.9679399999999994","52.65","0"
"CollegeMsg","1898","20269","500","pagerankLoopAll (dynamic-full)","0.6899900000000001","43.84","0.000007869095"
"CollegeMsg","1898","20269","500","pagerankLoopAll (dynamic-partial)","0.6891299999999998","44.2","0.000007612867000000003"
"CollegeMsg","1898","20269","500","pagerankRemove (static)","0.5451199999999998","45.35","0"
"CollegeMsg","1898","20269","500","pagerankRemove (dynamic-full)","0.32767000000000013","30.42","0.0005351692208"
"CollegeMsg","1898","20269","500","pagerankRemove (dynamic-partial)","0.32865","30.8","0.0005351356807999997"
"CollegeMsg","1899","20296","1000","pagerankTeleport (static)","0.8010500000000002","41.65","0"
"CollegeMsg","1899","20296","1000","pagerankTeleport (dynamic-full)","0.4522666666666666","28.066666666666666","0.000006166988400000001"
"CollegeMsg","1899","20296","1000","pagerankTeleport (dynamic-partial)","0.4523166666666668","28.066666666666666","0.000006166988400000001"
"CollegeMsg","1899","20296","1000","pagerankLoop (static)","0.8938666666666666","51.78333333333333","0"
"CollegeMsg","1899","20296","1000","pagerankLoop (dynamic-full)","0.7240666666666667","47.833333333333336","0.000007457343333333333"
"CollegeMsg","1899","20296","1000","pagerankLoop (dynamic-partial)","0.72415","48.15","0.000007228088333333336"
"CollegeMsg","1899","20296","1000","pagerankLoopAll (static)","0.9767333333333333","52.71666666666667","0"
"CollegeMsg","1899","20296","1000","pagerankLoopAll (dynamic-full)","0.7541333333333332","46.833333333333336","0.000007736013333333332"
"CollegeMsg","1899","20296","1000","pagerankLoopAll (dynamic-partial)","0.7539000000000001","47.083333333333336","0.000007556583333333333"
"CollegeMsg","1899","20296","1000","pagerankRemove (static)","0.5488166666666667","45.3","0"
"CollegeMsg","1899","20296","1000","pagerankRemove (dynamic-full)","0.38581666666666675","34.483333333333334","0.000719668716666667"
"CollegeMsg","1899","20296","1000","pagerankRemove (dynamic-partial)","0.3860166666666664","34.8","0.000719638516666667"
"CollegeMsg","1899","20296","5000","pagerankTeleport (static)","0.8453333333333334","40.75","0"
"CollegeMsg","1899","20296","5000","pagerankTeleport (dynamic-full)","0.6173333333333333","34.166666666666664","0.000005869701666666667"
"CollegeMsg","1899","20296","5000","pagerankTeleport (dynamic-partial)","0.6180833333333333","34.166666666666664","0.000005869701666666667"
"CollegeMsg","1899","20296","5000","pagerankLoop (static)","0.947","52","0"
"CollegeMsg","1899","20296","5000","pagerankLoop (dynamic-full)","0.8835000000000001","53","0.000007015408333333333"
"CollegeMsg","1899","20296","5000","pagerankLoop (dynamic-partial)","0.8833333333333333","53.166666666666664","0.0000068890416666666655"
"CollegeMsg","1899","20296","5000","pagerankLoopAll (static)","1.0326666666666666","53.083333333333336","0"
"CollegeMsg","1899","20296","5000","pagerankLoopAll (dynamic-full)","0.9287500000000001","52.583333333333336","0.000006988258333333333"
"CollegeMsg","1899","20296","5000","pagerankLoopAll (dynamic-partial)","0.9268333333333333","52.75","0.000006864216666666665"
"CollegeMsg","1899","20296","5000","pagerankRemove (static)","0.5810833333333333","44.25","0"
"CollegeMsg","1899","20296","5000","pagerankRemove (dynamic-full)","0.4894166666666666","39.833333333333336","0.0008722268218833332"
"CollegeMsg","1899","20296","5000","pagerankRemove (dynamic-partial)","0.4925833333333334","40","0.0008721993218833332"
"CollegeMsg","1899","20296","10000","pagerankTeleport (static)","0.8948333333333333","40.333333333333336","0"
"CollegeMsg","1899","20296","10000","pagerankTeleport (dynamic-full)","0.7191666666666667","35.833333333333336","0.000006753083333333334"
"CollegeMsg","1899","20296","10000","pagerankTeleport (dynamic-partial)","0.7145","35.833333333333336","0.000006753083333333334"
"CollegeMsg","1899","20296","10000","pagerankLoop (static)","1.0063333333333333","52.5","0"
"CollegeMsg","1899","20296","10000","pagerankLoop (dynamic-full)","0.9951666666666666","55","0.000006264016666666666"
"CollegeMsg","1899","20296","10000","pagerankLoop (dynamic-partial)","0.9916666666666667","55","0.000006264016666666666"
"CollegeMsg","1899","20296","10000","pagerankLoopAll (static)","1.1203333333333334","53.5","0"
"CollegeMsg","1899","20296","10000","pagerankLoopAll (dynamic-full)","1.0454999999999999","54.666666666666664","0.000006042349999999999"
"CollegeMsg","1899","20296","10000","pagerankLoopAll (dynamic-partial)","1.0363333333333333","54.666666666666664","0.000006042349999999999"
"CollegeMsg","1899","20296","10000","pagerankRemove (static)","0.6136666666666667","42.5","0"
"CollegeMsg","1899","20296","10000","pagerankRemove (dynamic-full)","0.5696666666666667","41.833333333333336","0.0006910220159166668"
"CollegeMsg","1899","20296","10000","pagerankRemove (dynamic-partial)","0.5683333333333334","42","0.0006910170159166668"
"CollegeMsg","1899","20296","50000","pagerankTeleport (static)","1.381","38.5","0"
"CollegeMsg","1899","20296","50000","pagerankTeleport (dynamic-full)","1.1895","36","0.00000276248"
"CollegeMsg","1899","20296","50000","pagerankTeleport (dynamic-partial)","1.188","36","0.00000276248"
"CollegeMsg","1899","20296","50000","pagerankLoop (static)","1.626","54","0"
"CollegeMsg","1899","20296","50000","pagerankLoop (dynamic-full)","1.5115","53","0.00000420665"
"CollegeMsg","1899","20296","50000","pagerankLoop (dynamic-partial)","1.502","53","0.00000420665"
"CollegeMsg","1899","20296","50000","pagerankLoopAll (static)","1.7435","55","0"
"CollegeMsg","1899","20296","50000","pagerankLoopAll (dynamic-full)","1.5905","53.5","0.00000378895"
"CollegeMsg","1899","20296","50000","pagerankLoopAll (dynamic-partial)","1.5865","53.5","0.00000378895"
"CollegeMsg","1899","20296","50000","pagerankRemove (static)","0.927","39","0"
"CollegeMsg","1899","20296","50000","pagerankRemove (dynamic-full)","0.8065","35.5","0.000148955121"
"CollegeMsg","1899","20296","50000","pagerankRemove (dynamic-partial)","0.8005","35.5","0.000148955121"
"sx-mathoverflow","24817","239959","10","pagerankTeleport (static)","25.821730000000013","57.03","0"
"sx-mathoverflow","24817","239959","10","pagerankTeleport (dynamic-full)","6.083249999999995","15.59","0.000009855938999999995"
"sx-mathoverflow","24817","239959","10","pagerankTeleport (dynamic-partial)","6.1037","15.59","0.000009855938999999995"
"sx-mathoverflow","24817","239959","10","pagerankLoop (static)","15.976119999999998","41","0"
"sx-mathoverflow","24817","239959","10","pagerankLoop (dynamic-full)","4.6794199999999995","16.14","0.010017072820999997"
"sx-mathoverflow","24817","239959","10","pagerankLoop (dynamic-partial)","4.972629999999998","17.82","0.010015986267999993"
"sx-mathoverflow","24817","239959","10","pagerankLoopAll (static)","15.680219999999997","40.46","0"
"sx-mathoverflow","24817","239959","10","pagerankLoopAll (dynamic-full)","4.48979","15.64","0.010015574579999997"
"sx-mathoverflow","24817","239959","10","pagerankLoopAll (dynamic-partial)","4.794099999999999","17.27","0.010014501235999998"
"sx-mathoverflow","24817","239959","10","pagerankRemove (static)","13.800309999999998","56.54","0"
"sx-mathoverflow","24817","239959","10","pagerankRemove (dynamic-full)","3.4152799999999983","16.13","0.03338683002400001"
"sx-mathoverflow","24817","239959","10","pagerankRemove (dynamic-partial)","3.6617500000000005","18.59","0.033386215877"
"sx-mathoverflow","24817","239959","50","pagerankTeleport (static)","25.97066","57.03","0"
"sx-mathoverflow","24817","239959","50","pagerankTeleport (dynamic-full)","8.21198","20.91","0.000011051466"
"sx-mathoverflow","24817","239959","50","pagerankTeleport (dynamic-partial)","8.209439999999999","20.91","0.000011051466"
"sx-mathoverflow","24817","239959","50","pagerankLoop (static)","15.993529999999998","41","0"
"sx-mathoverflow","24817","239959","50","pagerankLoop (dynamic-full)","6.3376899999999985","21.89","0.000017161489000000005"
"sx-mathoverflow","24817","239959","50","pagerankLoop (dynamic-partial)","6.582270000000002","23.54","0.000016130997"
"sx-mathoverflow","24817","239959","50","pagerankLoopAll (static)","15.739199999999999","40.46","0"
"sx-mathoverflow","24817","239959","50","pagerankLoopAll (dynamic-full)","6.123010000000001","21.28","0.000015542406"
"sx-mathoverflow","24817","239959","50","pagerankLoopAll (dynamic-partial)","6.400360000000001","23","0.000014450173000000006"
"sx-mathoverflow","24817","239959","50","pagerankRemove (static)","13.85687","56.54","0"
"sx-mathoverflow","24817","239959","50","pagerankRemove (dynamic-full)","4.90412","23.25","0.00003206535399999999"
"sx-mathoverflow","24817","239959","50","pagerankRemove (dynamic-partial)","5.13692","25.84","0.00003118415999999999"
"sx-mathoverflow","24817","239959","100","pagerankTeleport (static)","25.87857","57.03","0"
"sx-mathoverflow","24817","239959","100","pagerankTeleport (dynamic-full)","9.820400000000001","25.06","0.000011356271999999995"
"sx-mathoverflow","24817","239959","100","pagerankTeleport (dynamic-partial)","9.831709999999998","25.06","0.000011356271999999995"
"sx-mathoverflow","24817","239959","100","pagerankLoop (static)","16.054260000000003","41","0"
"sx-mathoverflow","24817","239959","100","pagerankLoop (dynamic-full)","7.349800000000003","25.23","0.000017107013999999996"
"sx-mathoverflow","24817","239959","100","pagerankLoop (dynamic-partial)","7.608590000000003","26.96","0.000016030664"
"sx-mathoverflow","24817","239959","100","pagerankLoopAll (static)","15.778660000000002","40.46","0"
"sx-mathoverflow","24817","239959","100","pagerankLoopAll (dynamic-full)","7.199660000000002","24.81","0.00001543985200000001"
"sx-mathoverflow","24817","239959","100","pagerankLoopAll (dynamic-partial)","7.402140000000002","26.39","0.000014455026000000003"
"sx-mathoverflow","24817","239959","100","pagerankRemove (static)","13.86554","56.54","0"
"sx-mathoverflow","24817","239959","100","pagerankRemove (dynamic-full)","5.69858","27.32","0.000052486083000000006"
"sx-mathoverflow","24817","239959","100","pagerankRemove (dynamic-partial)","5.90211","29.91","0.00005159679700000001"
"sx-mathoverflow","24817","239959","500","pagerankTeleport (static)","25.599159999999994","57.03","0"
"sx-mathoverflow","24817","239959","500","pagerankTeleport (dynamic-full)","13.735419999999994","35.26","0.000011585912999999998"
"sx-mathoverflow","24817","239959","500","pagerankTeleport (dynamic-partial)","13.744549999999998","35.26","0.000011585912999999998"
"sx-mathoverflow","24817","239959","500","pagerankLoop (static)","15.841819999999995","41","0"
"sx-mathoverflow","24817","239959","500","pagerankLoop (dynamic-full)","9.920209999999999","33.79","0.00001655802999999999"
"sx-mathoverflow","24817","239959","500","pagerankLoop (dynamic-partial)","10.053629999999998","35.34","0.000015658765999999997"
"sx-mathoverflow","24817","239959","500","pagerankLoopAll (static)","15.561030000000002","40.46","0"
"sx-mathoverflow","24817","239959","500","pagerankLoopAll (dynamic-full)","9.577389999999998","32.93","0.000015171737999999995"
"sx-mathoverflow","24817","239959","500","pagerankLoopAll (dynamic-partial)","9.791810000000002","34.6","0.000014128739999999993"
"sx-mathoverflow","24817","239959","500","pagerankRemove (static)","13.65174","56.54","0"
"sx-mathoverflow","24817","239959","500","pagerankRemove (dynamic-full)","7.5935900000000025","36.93","0.00023086445000000005"
"sx-mathoverflow","24817","239959","500","pagerankRemove (dynamic-partial)","7.736410000000002","39.48","0.00023020064799999997"
"sx-mathoverflow","24817","239959","1000","pagerankTeleport (static)","25.480909999999998","57.03","0"
"sx-mathoverflow","24817","239959","1000","pagerankTeleport (dynamic-full)","15.210490000000004","39.16","0.000012118813000000002"
